User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1000728,P00326442,M,26-35,6,C,4+,0,8,,,3915
1000728,P00121142,M,26-35,6,C,4+,0,8,,,5866
1000728,P00324842,M,26-35,6,C,4+,0,8,,,9765
1000728,P00222842,M,26-35,6,C,4+,0,8,,,7827
1000729,P00301642,M,36-45,12,C,0,0,5,,,1771
1000729,P00151742,M,36-45,12,C,0,0,8,15,16,9769
1000729,P00144642,M,36-45,12,C,0,0,1,15,16,15358
1000729,P00032042,M,36-45,12,C,0,0,1,2,15,15857
1000729,P00112142,M,36-45,12,C,0,0,1,2,14,15707
1000730,P00000642,M,26-35,0,C,4+,1,1,6,16,19489
1000731,P00115742,M,46-50,3,A,0,1,6,10,16,20271
1000731,P00089142,M,46-50,3,A,0,1,5,,,8845
1000731,P00368642,M,46-50,3,A,0,1,11,15,,6003
1000731,P00368442,M,46-50,3,A,0,1,11,,,4530
1000731,P00121342,M,46-50,3,A,0,1,1,5,18,19344
1000731,P00187442,M,46-50,3,A,0,1,2,4,5,12910
1000731,P00198142,M,46-50,3,A,0,1,2,4,9,13013
1000731,P00320742,M,46-50,3,A,0,1,1,4,9,11773
1000731,P00075742,M,46-50,3,A,0,1,8,14,,5842
1000731,P00313542,M,46-50,3,A,0,1,5,8,,7183
1000731,P00114542,M,46-50,3,A,0,1,5,,,7167
1000731,P00173542,M,46-50,3,A,0,1,5,8,,3681
1000731,P00138542,M,46-50,3,A,0,1,5,6,,8843
1000731,P00288442,M,46-50,3,A,0,1,5,14,,8729
1000731,P00084142,M,46-50,3,A,0,1,5,12,,6908
1000731,P00295942,M,46-50,3,A,0,1,2,5,15,16148
1000731,P00283942,M,46-50,3,A,0,1,5,,,8647
1000731,P00327542,M,46-50,3,A,0,1,5,,,8779
1000731,P00137242,M,46-50,3,A,0,1,5,,,5292
1000731,P00245642,M,46-50,3,A,0,1,5,11,12,5260
1000731,P00035942,M,46-50,3,A,0,1,1,5,18,11989
1000731,P00201542,M,46-50,3,A,0,1,5,,,7176
1000731,P00127942,M,46-50,3,A,0,1,1,2,5,19303
1000731,P00340042,M,46-50,3,A,0,1,5,8,,5406
1000731,P00249542,M,46-50,3,A,0,1,1,5,15,11679
1000731,P00207342,M,46-50,3,A,0,1,5,8,14,7066
1000731,P00262442,M,46-50,3,A,0,1,4,5,,762
1000731,P00067642,M,46-50,3,A,0,1,5,,,8626
1000731,P00161242,M,46-50,3,A,0,1,1,5,12,7660
1000732,P00010742,M,26-35,7,B,4+,0,1,8,17,19055
1000732,P00037242,M,26-35,7,B,4+,0,8,,,9828
1000732,P00120242,M,26-35,7,B,4+,0,8,,,7909
1000732,P00313442,M,26-35,7,B,4+,0,5,6,8,8776
1000732,P00072542,M,26-35,7,B,4+,0,5,6,,2032
1000732,P00285842,M,26-35,7,B,4+,0,5,,,5382
1000732,P00336942,M,26-35,7,B,4+,0,5,,,5287
1000732,P00227842,M,26-35,7,B,4+,0,2,5,,12702
1000732,P00329242,M,26-35,7,B,4+,0,5,14,,8620
1000733,P00159542,M,36-45,16,C,1,1,10,15,16,18546
1000733,P00015742,M,36-45,16,C,1,1,7,,,16426
1000733,P00106742,M,36-45,16,C,1,1,3,5,,13465
1000734,P00344042,M,26-35,7,C,1,1,18,,,3840
1000735,P00031042,M,26-35,14,A,3,0,8,,,7879
1000735,P00004742,M,26-35,14,A,3,0,6,16,,20676
1000735,P00370242,M,26-35,14,A,3,0,5,,,8672
1000735,P00111742,M,26-35,14,A,3,0,15,,,16692
1000735,P00221542,M,26-35,14,A,3,0,5,15,,7131
1000735,P00142142,M,26-35,14,A,3,0,1,2,15,15243
1000735,P00019142,M,26-35,14,A,3,0,11,15,,6051
1000735,P00161542,M,26-35,14,A,3,0,2,15,16,10112
1000735,P00225642,M,26-35,14,A,3,0,11,15,,3091
1000735,P00244242,M,26-35,14,A,3,0,1,2,15,11681
1000735,P00262342,M,26-35,14,A,3,0,15,16,,4338
1000735,P00176842,M,26-35,14,A,3,0,12,14,,1754
1000735,P00120742,M,26-35,14,A,3,0,8,12,17,5935
1000735,P00159442,M,26-35,14,A,3,0,5,8,,5240
1000735,P00019042,M,26-35,14,A,3,0,5,8,14,5277
1000735,P00148842,M,26-35,14,A,3,0,6,8,16,16378
1000735,P00181642,M,26-35,14,A,3,0,11,16,,4515
1000735,P00178142,M,26-35,14,A,3,0,8,17,,6132
1000736,P00025442,M,18-25,12,C,0,1,1,2,9,15445
1000736,P00079742,M,18-25,12,C,0,1,1,2,15,8315
1000736,P00364842,M,18-25,12,C,0,1,5,16,,7042
1000736,P00250242,M,18-25,12,C,0,1,5,,,7110
1000736,P00328142,M,18-25,12,C,0,1,8,16,,7813
1000736,P00005042,M,18-25,12,C,0,1,6,16,,20690
1000736,P00000142,M,18-25,12,C,0,1,3,4,5,8208
1000736,P00161942,M,18-25,12,C,0,1,5,8,,6999
1000737,P00116142,M,0-17,19,A,2,0,10,13,16,23646
1000737,P00088242,M,0-17,19,A,2,0,6,10,13,16146
1000737,P00127742,M,0-17,19,A,2,0,1,2,15,12058
1000737,P00127542,M,0-17,19,A,2,0,1,2,15,7918
1000737,P00148642,M,0-17,19,A,2,0,6,10,13,16658
1000737,P00338442,M,0-17,19,A,2,0,1,16,,4184
1000737,P00100942,M,0-17,19,A,2,0,5,,,7154
1000737,P00036442,M,0-17,19,A,2,0,16,,,12144
1000738,P00292642,M,18-25,17,C,1,0,8,,,7976
1000738,P00062842,M,18-25,17,C,1,0,1,2,13,8102
1000738,P00330342,M,18-25,17,C,1,0,5,11,16,5211
1000738,P00325242,M,18-25,17,C,1,0,16,,,12261
1000738,P00312742,M,18-25,17,C,1,0,15,,,12671
1000739,P00289242,M,36-45,12,C,3,0,1,8,,15524
1000739,P00195742,M,36-45,12,C,3,0,3,4,,10944
1000739,P00346142,M,36-45,12,C,3,0,1,15,,15207
1000739,P00048742,M,36-45,12,C,3,0,5,,,8751
1000739,P00128242,M,36-45,12,C,3,0,5,12,14,8626
1000739,P00326242,M,36-45,12,C,3,0,2,18,,16098
1000740,P00327842,M,26-35,14,C,1,0,8,16,,7788
1000741,P00112542,M,26-35,5,C,1,1,1,11,15,15239
1000741,P00182442,M,26-35,5,C,1,1,5,11,,6978
1000741,P00208842,M,26-35,5,C,1,1,11,16,,1638
1000742,P00346142,M,18-25,0,C,1,0,1,15,,15668
1000742,P00144642,M,18-25,0,C,1,0,1,15,16,19340
1000743,P00308242,F,0-17,2,A,2,0,5,8,14,7040
1000743,P00110842,F,0-17,2,A,2,0,1,2,5,11479
1000743,P00116542,F,0-17,2,A,2,0,5,17,,8712
1000743,P00319042,F,0-17,2,A,2,0,5,,,6962
1000743,P00251442,F,0-17,2,A,2,0,5,,,6950
1000743,P00251942,F,0-17,2,A,2,0,1,2,5,11741
1000743,P00319842,F,0-17,2,A,2,0,3,5,,10719
1000743,P00150542,F,0-17,2,A,2,0,5,,,5468
1000744,P00127642,M,26-35,17,B,2,0,1,2,15,19339
1000744,P00105142,M,26-35,17,B,2,0,1,2,15,7891
1000744,P00080342,M,26-35,17,B,2,0,1,6,8,19687
1000744,P00028442,M,26-35,17,B,2,0,1,8,16,7898
1000744,P00173942,M,26-35,17,B,2,0,1,5,6,12104
1000744,P00136742,M,26-35,17,B,2,0,1,14,16,15230
1000744,P00037042,M,26-35,17,B,2,0,1,15,,8145
1000744,P00129642,M,26-35,17,B,2,0,5,,,6971
1000744,P00022942,M,26-35,17,B,2,0,5,8,,3528
1000744,P00217942,M,26-35,17,B,2,0,5,,,6938
1000745,P00370442,M,0-17,10,C,2,0,8,,,1961
1000745,P00361842,M,0-17,10,C,2,0,15,16,,16617
1000746,P00014542,F,18-25,19,B,3,0,8,,,8131
1000746,P00169442,F,18-25,19,B,3,0,8,,,7782
1000746,P00214142,F,18-25,19,B,3,0,8,,,5873
1000746,P00184642,F,18-25,19,B,3,0,8,14,,4031
1000746,P00293342,F,18-25,19,B,3,0,8,,,7871
1000746,P00350942,F,18-25,19,B,3,0,3,4,5,10600
1000746,P00332242,F,18-25,19,B,3,0,1,16,,11851
1000746,P00144642,F,18-25,19,B,3,0,1,15,16,4446
1000746,P00014042,F,18-25,19,B,3,0,1,,,8174
1000746,P00009342,F,18-25,19,B,3,0,1,16,,7713
1000746,P00184442,F,18-25,19,B,3,0,1,6,8,8183
1000746,P00020342,F,18-25,19,B,3,0,1,2,,7712
1000746,P00155442,F,18-25,19,B,3,0,1,11,15,7710
1000746,P00161542,F,18-25,19,B,3,0,2,15,16,6969
1000746,P00065242,F,18-25,19,B,3,0,2,3,4,3580
1000746,P00058242,F,18-25,19,B,3,0,3,4,12,10649
1000746,P00057542,F,18-25,19,B,3,0,3,4,5,5358
1000746,P00301542,F,18-25,19,B,3,0,16,,,4167
1000746,P00345642,F,18-25,19,B,3,0,1,15,16,11394
1000746,P00070642,F,18-25,19,B,3,0,11,16,,1676
1000746,P00012842,F,18-25,19,B,3,0,16,,,12427
1000746,P00231242,F,18-25,19,B,3,0,16,,,4602
1000746,P00132442,F,18-25,19,B,3,0,16,,,4727
1000746,P00276442,F,18-25,19,B,3,0,11,16,,1597
1000747,P00184942,M,18-25,4,C,4+,1,1,8,17,15905
1000748,P00368642,M,26-35,0,C,4+,0,11,15,,6050
1000748,P00025442,M,26-35,0,C,4+,0,1,2,9,19262
1000748,P00113042,M,26-35,0,C,4+,0,11,16,,6143
1000748,P00113442,M,26-35,0,C,4+,0,3,5,,13672
1000748,P00116342,M,26-35,0,C,4+,0,2,,,16438
1000749,P00041342,M,36-45,18,B,0,0,11,15,16,4436
1000749,P00181842,M,36-45,18,B,0,0,11,,,4551
1000749,P00244742,M,36-45,18,B,0,0,11,,,4468
1000749,P00313342,M,36-45,18,B,0,0,5,,,6912
1000749,P00104942,M,36-45,18,B,0,0,5,,,7114
1000749,P00331942,M,36-45,18,B,0,0,5,,,8659
1000749,P00219242,M,36-45,18,B,0,0,4,5,,2094
1000749,P00135342,M,36-45,18,B,0,0,5,,,5445
1000749,P00218742,M,36-45,18,B,0,0,5,,,7111
1000749,P00289942,M,36-45,18,B,0,0,3,4,5,10680
1000749,P00103342,M,36-45,18,B,0,0,8,,,6075
1000749,P00299542,M,36-45,18,B,0,0,8,,,6184
1000749,P00251342,M,36-45,18,B,0,0,5,11,,1986
1000749,P00163342,M,36-45,18,B,0,0,6,8,,8704
1000749,P00058342,M,36-45,18,B,0,0,3,4,,7974
1000749,P00338542,M,36-45,18,B,0,0,1,,,11891
1000749,P00351342,M,36-45,18,B,0,0,1,2,16,11515
1000749,P00233642,M,36-45,18,B,0,0,1,15,,15782
1000750,P00113642,F,36-45,9,B,4+,1,8,,,9719
1000750,P00086042,F,36-45,9,B,4+,1,8,14,17,7864
1000751,P00339542,F,26-35,17,C,3,0,1,,,15299
1000752,P00365342,F,26-35,3,A,3,0,1,5,,7620
1000752,P00176642,F,26-35,3,A,3,0,6,8,,12567
1000752,P00158742,F,26-35,3,A,3,0,5,8,,6856
1000752,P00288542,F,26-35,3,A,3,0,8,,,7877
1000752,P00001142,F,26-35,3,A,3,0,5,8,14,1814
1000752,P00145642,F,26-35,3,A,3,0,1,8,17,4338
1000752,P00003142,F,26-35,3,A,3,0,8,,,2301
1000752,P00249142,F,26-35,3,A,3,0,5,,,5415
1000752,P00327942,F,26-35,3,A,3,0,5,,,3555
1000752,P00191642,F,26-35,3,A,3,0,3,4,12,3125
1000752,P00121342,F,26-35,3,A,3,0,1,5,18,15862
1000752,P00222942,F,26-35,3,A,3,0,1,2,8,3976
1000752,P00108942,F,26-35,3,A,3,0,8,,,10044
1000752,P00026542,F,26-35,3,A,3,0,8,,,7843
1000752,P00148042,F,26-35,3,A,3,0,8,,,8031
1000752,P00187842,F,26-35,3,A,3,0,1,16,,8174
1000752,P00133742,F,26-35,3,A,3,0,5,14,,7058
1000752,P00357842,F,26-35,3,A,3,0,5,,,1726
1000752,P00110942,F,26-35,3,A,3,0,1,2,,15647
1000752,P00321742,F,26-35,3,A,3,0,5,8,17,2010
1000752,P00221142,F,26-35,3,A,3,0,1,,,3944
1000752,P00006942,F,26-35,3,A,3,0,1,5,6,15523
1000752,P00082042,F,26-35,3,A,3,0,8,,,7890
1000752,P00035842,F,26-35,3,A,3,0,5,6,9,3505
1000752,P00244142,F,26-35,3,A,3,0,1,2,15,3902
1000752,P00227942,F,26-35,3,A,3,0,2,5,,3182
1000752,P00256942,F,26-35,3,A,3,0,8,,,7777
1000752,P00113142,F,26-35,3,A,3,0,1,5,12,8216
1000752,P00080342,F,26-35,3,A,3,0,1,6,8,11679
1000752,P00319442,F,26-35,3,A,3,0,8,,,5844
1000752,P00178242,F,26-35,3,A,3,0,8,,,9771
1000752,P00106942,F,26-35,3,A,3,0,8,,,4148
1000752,P00255942,F,26-35,3,A,3,0,1,16,,11612
1000752,P00158842,F,26-35,3,A,3,0,8,14,,3938
1000752,P00113642,F,26-35,3,A,3,0,8,,,5996
1000753,P00180342,M,0-17,10,C,1,0,11,,,7437
1000753,P00035342,M,0-17,10,C,1,0,2,4,14,12911
1000753,P00171542,M,0-17,10,C,1,0,2,5,14,13321
1000753,P00035542,M,0-17,10,C,1,0,3,4,12,11004
1000753,P00154642,M,0-17,10,C,1,0,8,,,9858
1000753,P00057342,M,0-17,10,C,1,0,4,5,,2791
1000753,P00351342,M,0-17,10,C,1,0,1,2,16,11560
1000753,P0095742,M,0-17,10,C,1,0,4,5,,2783
1000753,P00100442,M,0-17,10,C,1,0,2,4,5,16445
1000754,P00025442,M,36-45,7,C,3,0,1,2,9,15822
1000754,P00046742,M,36-45,7,C,3,0,1,2,15,15478
1000754,P00302942,M,36-45,7,C,3,0,8,,,7762
1000754,P00147942,M,36-45,7,C,3,0,1,16,,19503
1000754,P00150942,M,36-45,7,C,3,0,6,11,13,20649
1000754,P00338442,M,36-45,7,C,3,0,1,16,,15219
1000755,P00110942,F,36-45,0,B,3,1,1,2,,15362
1000755,P00214442,F,36-45,0,B,3,1,8,,,7972
1000755,P00177542,F,36-45,0,B,3,1,1,8,,12017
1000755,P00052542,F,36-45,0,B,3,1,8,,,6157
1000755,P00220442,F,36-45,0,B,3,1,5,14,,6951
1000755,P00110842,F,36-45,0,B,3,1,1,2,5,15515
1000755,P00118542,F,36-45,0,B,3,1,5,8,,5428
1000756,P00059442,M,36-45,0,C,2,0,6,8,16,15989
1000757,P00234742,M,26-35,12,A,1,0,8,,,4261
1000757,P00263542,M,26-35,12,A,1,0,16,,,12250
1000757,P00260242,M,26-35,12,A,1,0,5,16,,3518
1000757,P00255942,M,26-35,12,A,1,0,1,16,,11731
1000757,P00145042,M,26-35,12,A,1,0,1,2,5,11955
1000757,P00192942,M,26-35,12,A,1,0,5,,,6862
1000757,P00067942,M,26-35,12,A,1,0,5,14,,5219
1000757,P00139942,M,26-35,12,A,1,0,5,,,7015
1000757,P00254842,M,26-35,12,A,1,0,5,13,,5382
1000757,P00000542,M,26-35,12,A,1,0,5,,,5208
1000757,P00234642,M,26-35,12,A,1,0,1,6,8,7947
1000757,P00129542,M,26-35,12,A,1,0,8,14,,6112
1000757,P00076042,M,26-35,12,A,1,0,8,,,6078
1000759,P00205442,F,55+,3,C,1,0,5,8,14,6982
1000759,P00034242,F,55+,3,C,1,0,5,8,14,5366
1000760,P00063342,M,55+,15,A,4+,1,1,2,9,8124
1000760,P00052842,M,55+,15,A,4+,1,10,15,,19305
1000761,P00237542,M,18-25,7,C,3,0,1,15,16,19164
1000762,P00117942,M,0-17,10,C,2,0,5,15,,7134
1000763,P00157542,M,18-25,10,C,3,0,8,14,,6045
1000763,P00182442,M,18-25,10,C,3,0,5,11,,3476
1000763,P00052842,M,18-25,10,C,3,0,10,15,,23779
1000764,P0096442,M,18-25,20,C,2,0,4,5,12,3420
1000764,P0096142,M,18-25,20,C,2,0,3,4,,13655
1000764,P00052842,M,18-25,20,C,2,0,10,15,,23369
1000764,P00192042,M,18-25,20,C,2,0,5,9,14,8651
1000764,P00193542,M,18-25,20,C,2,0,1,2,,18994
1000764,P00196142,M,18-25,20,C,2,0,3,4,5,13337
1000764,P00187442,M,18-25,20,C,2,0,2,4,5,12875
1000765,P00065042,M,26-35,17,B,1,0,5,15,,8873
1000765,P00277442,M,26-35,17,B,1,0,1,6,15,15854
1000765,P0097342,M,26-35,17,B,1,0,1,15,16,11404
1000765,P00127342,M,26-35,17,B,1,0,1,2,15,15408
1000765,P00230842,M,26-35,17,B,1,0,8,,,9865
1000765,P00258742,M,26-35,17,B,1,0,5,,,5423
1000765,P00178342,M,26-35,17,B,1,0,8,,,10048
1000765,P00331942,M,26-35,17,B,1,0,5,,,5470
1000765,P00362342,M,26-35,17,B,1,0,5,,,5377
1000765,P00193042,M,26-35,17,B,1,0,5,6,16,5353
1000765,P00228442,M,26-35,17,B,1,0,1,17,,12052
1000765,P00058242,M,26-35,17,B,1,0,3,4,12,10824
1000765,P00190742,M,26-35,17,B,1,0,3,4,9,8000
1000765,P00073842,M,26-35,17,B,1,0,1,15,17,19422
1000765,P00315642,M,26-35,17,B,1,0,8,13,,9879
1000765,P00186642,M,26-35,17,B,1,0,2,4,15,6578
1000765,P00282342,M,26-35,17,B,1,0,2,,,6656
1000765,P00008542,M,26-35,17,B,1,0,2,8,,13143
1000765,P00033042,M,26-35,17,B,1,0,5,14,,7093
1000767,P00084642,M,26-35,12,C,1,0,13,16,,766
1000767,P00101542,M,26-35,12,C,1,0,13,16,,740
1000767,P00200342,M,26-35,12,C,1,0,16,,,20764
1000767,P00200242,M,26-35,12,C,1,0,8,10,16,7813
1000767,P00147742,M,26-35,12,C,1,0,1,16,,15632
1000767,P00346542,M,26-35,12,C,1,0,10,13,16,5127
1000768,P00274942,M,26-35,12,C,2,1,8,,,9983
1000768,P00157542,M,26-35,12,C,2,1,8,14,,7797
1000768,P00172842,M,26-35,12,C,2,1,3,4,,10871
1000768,P00276642,M,26-35,12,C,2,1,8,11,,8026
1000769,P00085242,M,46-50,17,C,4+,1,8,14,17,9945
1000769,P00084342,M,46-50,17,C,4+,1,13,16,,768
1000770,P00210042,M,18-25,4,B,2,1,8,14,,8006
1000770,P00105342,M,18-25,4,B,2,1,1,2,15,19593
1000770,P00035942,M,18-25,4,B,2,1,1,5,18,19408
1000770,P00045542,M,18-25,4,B,2,1,5,14,,3427
1000770,P00139942,M,18-25,4,B,2,1,5,,,8653
1000770,P00042742,M,18-25,4,B,2,1,5,14,,6980
1000770,P00048742,M,18-25,4,B,2,1,5,,,5229
1000770,P00050142,M,18-25,4,B,2,1,5,,,8641
1000770,P00148642,M,18-25,4,B,2,1,6,10,13,20342
1000770,P00107242,M,18-25,4,B,2,1,10,,,9968
1000770,P00110942,M,18-25,4,B,2,1,1,2,,19474
1000770,P00174842,M,18-25,4,B,2,1,17,,,5433
1000770,P0094142,M,18-25,4,B,2,1,4,5,,802
1000770,P0097842,M,18-25,4,B,2,1,5,,,5336
1000770,P00110642,M,18-25,4,B,2,1,5,,,5447
1000770,P00304042,M,18-25,4,B,2,1,5,,,3535
1000770,P00213742,M,18-25,4,B,2,1,8,,,9720
1000770,P00255742,M,18-25,4,B,2,1,3,4,,13326
1000770,P00046142,M,18-25,4,B,2,1,1,16,,19138
1000770,P00130642,M,18-25,4,B,2,1,11,16,,4556
1000770,P00313542,M,18-25,4,B,2,1,5,8,,5314
1000770,P00324542,M,18-25,4,B,2,1,5,8,,3482
1000770,P0095242,M,18-25,4,B,2,1,4,5,,1424
1000770,P00170942,M,18-25,4,B,2,1,5,8,14,1860
1000770,P00014842,M,18-25,4,B,2,1,1,2,5,4063
1000770,P00187342,M,18-25,4,B,2,1,4,5,15,772
1000770,P00357842,M,18-25,4,B,2,1,5,,,1758
1000770,P00042542,M,18-25,4,B,2,1,1,5,,8088
1000770,P00014042,M,18-25,4,B,2,1,1,,,19409
1000770,P00241542,M,18-25,4,B,2,1,1,6,,11783
1000770,P00347642,M,18-25,4,B,2,1,1,6,,12027
1000770,P00194642,M,18-25,4,B,2,1,1,6,13,8097
1000770,P00016842,M,18-25,4,B,2,1,1,2,15,19092
1000770,P00004442,M,18-25,4,B,2,1,1,2,,15369
1000770,P00146942,M,18-25,4,B,2,1,1,,,4113
1000770,P00250342,M,18-25,4,B,2,1,16,,,20264
1000770,P00278642,M,18-25,4,B,2,1,5,,,5461
1000770,P00220242,M,18-25,4,B,2,1,3,12,,10733
1000770,P00177842,M,18-25,4,B,2,1,8,,,8032
1000772,P00319042,M,18-25,12,C,2,0,5,,,7072
1000772,P00145042,M,18-25,12,C,2,0,1,2,5,19533
1000772,P00230942,M,18-25,12,C,2,0,5,14,,7004
1000772,P00144642,M,18-25,12,C,2,0,1,15,16,19447
1000772,P00125942,M,18-25,12,C,2,0,1,2,15,15789
1000773,P00105142,M,26-35,6,B,3,0,1,2,15,11752
1000774,P00003242,M,18-25,4,A,4+,0,8,15,,7840
1000774,P00113442,M,18-25,4,A,4+,0,3,5,,10634
1000774,P00116142,M,18-25,4,A,4+,0,10,13,16,14431
1000774,P00021742,M,18-25,4,A,4+,0,5,,,5268
1000774,P00129842,M,18-25,4,A,4+,0,6,8,15,16386
1000774,P00241542,M,18-25,4,A,4+,0,1,6,,4066
1000774,P00295942,M,18-25,4,A,4+,0,2,5,15,12964
1000774,P00155442,M,18-25,4,A,4+,0,1,11,15,11401
1000774,P00355642,M,18-25,4,A,4+,0,16,,,12156
1000775,P00351142,M,0-17,17,C,1,0,1,8,17,19559
1000776,P00084342,F,26-35,3,B,1,0,13,16,,950
1000776,P00177142,F,26-35,3,B,1,0,8,13,,9998
1000776,P00101542,F,26-35,3,B,1,0,13,16,,750
1000776,P00084642,F,26-35,3,B,1,0,13,16,,962
1000776,P00343042,F,26-35,3,B,1,0,5,18,,7189
1000776,P00100442,F,26-35,3,B,1,0,2,4,5,3490
